category,line_item,march_actual,march_budget,march_variance,ytd_actual,ytd_budget,ytd_variance,march_variance_pct,ytd_variance_pct
revenue,Gaming Machine Revenue,1759250.0,2204535.0,-445285.0,5506131.35,6411045.0,-904913.65,-20.19859063249166,-14.114916522969345
revenue,Total Revenue,1759250.0,2204535.0,-445285.0,5506131.35,6411045.0,-904913.65,-20.19859063249166,-14.114916522969345
direct_reimbursement,Gaming NAFI,1347445.4,1720935.0,-373489.6,4347593.6,4998768.0,-651174.4,-21.702713931670864,-13.026697778332583
direct_reimbursement,Total Direct Reimbursement,1347445.4,1720935.0,-373489.6,4347593.6,4998768.0,-651174.4,-21.702713931670864,-13.026697778332583
net_revenue,Net Revenue,411804.6,483600.0,-71795.4,1158537.75,1412277.0,-253739.25,-14.846029776674937,-17.96667721700488
operating_expenses,Compensation & Benefits,250432.82,227543.0,22889.82,765886.34,688667.0,77219.34,10.059557973657727,11.212870661727656
operating_expenses,Depreciation Expense,91860.49,113955.0,-22094.51,272004.91,341865.0,-69860.09,-19.388802597516563,-20.434993345326372
operating_expenses,Contractor Fees,1022.3,1631.0,-608.7,2584.96,4893.0,-2308.04,-37.320662170447584,-47.170243204577964
operating_expenses,Communications,3319.21,7650.0,-4330.79,12124.22,22950.0,-10825.78,-56.6116339869281,-47.17115468409586
operating_expenses,TDY,8738.51,4000.0,4738.51,33222.61,28429.0,4793.61,118.46275,16.861690527278483
operating_expenses,PCS,-1807.71,877.0,-2684.71,63260.57,2631.0,60629.57,-306.1242873432155,2304.4306347396428
operating_expenses,IT Expense & Maint,11992.46,38135.0,-26142.54,34957.26,114405.0,-79447.74,-68.55261570735544,-69.44429002228925
operating_expenses,Machine Expense & Maint,2202.37,19418.0,-17215.63,6888.34,58254.0,-51365.66,-88.65810073128027,-88.17533559927216
operating_expenses,Vehicle Expense,3378.11,1939.0,1439.11,5945.1,5817.0,128.1,74.21918514698298,2.2021660649819497
operating_expenses,Training .00,0.0,3553.0,-3553.0,0.0,4817.0,-4817.0,-100.0,-100.0
operating_expenses,(Gain)/Loss on Disposals .00 .00 .00,0.0,0.0,0.0,2471.68,0.0,2471.68,0.0,0.0
operating_expenses,Audit-Independent,3830.06,3694.0,136.06,11490.18,11082.0,408.18,3.68327016783974,3.68327016783974
operating_expenses,Audit-IMCOM Int Review,932.0,71.0,1997.0,-1064.29,4442.5,5991.0,2812.676056338028,134.8564997186269
operating_expenses,Other Expenses,12046.16,9848.0,2198.16,27510.01,29544.0,-2033.99,22.320877335499592,-6.884612780936908
net_operating_income,Net Operating Income,23857.11,49360.0,-25502.89,-84250.93,92932.0,177182.0,-51.6671191247974,190.65768518917056
other_income,Interest Revenue,20570.56,7870.0,12700.56,52659.44,23610.0,29049.44,161.37941550190598,123.03871240999575
net_income,Net Income,44427.67,57230.0,-12802.33,-33870.16,116542.0,-150412.16,-22.36996330595841,-129.06262120094044
