category,line_item,march_actual,march_budget,march_variance,ytd_actual,ytd_budget,ytd_variance,march_variance_pct,ytd_variance_pct
revenue,Gaming Machine Revenue,1570598.25,0.0,1570598.25,7837705.6,0.0,7837705.6,0,0
revenue,Total Revenue,1570598.25,0.0,1570598.25,7837705.6,0.0,7837705.6,0,0
direct_reimbursement,Gaming NAFI,1254568.2,0.0,1254568.2,6195056.6,0.0,6195056.6,0,0
direct_reimbursement,Total Direct Reimbursement,1254568.2,0.0,1254568.2,6195056.6,0.0,6195056.6,0,0
net_revenue,Net Revenue,316030.05,0.0,316030.05,1642649.0,0.0,1642649.0,0,0
operating_expenses,Compensation & Benefits,244714.97,0.0,244714.97,1011533.86,0.0,1011533.86,0,0
operating_expenses,Depreciation Expense,119577.41,0.0,119577.41,480710.56,0.0,480710.56,0,0
operating_expenses,Contractor Fees .00 .00 .00,0.0,0.0,0.0,1799.48,0.0,1799.48,0,0
operating_expenses,Communications,2318.77,0.0,2318.77,11187.1,0.0,11187.1,0,0
operating_expenses,TDY,117.44,0.0,117.44,1337.87,0.0,1337.87,0,0
operating_expenses,PCS,4950.88,0.0,4950.88,9176.15,0.0,9176.15,0,0
operating_expenses,IT Expense & Maint,114481.71,0.0,114481.71,146159.36,0.0,146159.36,0,0
operating_expenses,Machine Expense & Maint,3492.24,0.0,3492.24,42258.08,0.0,42258.08,0,0
operating_expenses,Vehicle Expense,669.15,0.0,669.15,4982.99,0.0,4982.99,0,0
operating_expenses,Training,1663.91,0.0,1663.91,2311.14,0.0,2311.14,0,0
operating_expenses,Audit-Independent,3621.96,0.0,3621.96,15116.08,0.0,15116.08,0,0
operating_expenses,Audit-IMCOM Int Review,1974.22,0.0,1974.22,6175.55,0.0,6175.55,0,0
operating_expenses,Other Expenses,8729.3,0.0,8729.3,39482.58,0.0,39482.58,0,0
net_operating_income,Net Operating Income,-190281.91,0.0,-190281.91,-129581.8,0.0,-129581.8,0,0
other_income,Interest Revenue,8193.87,0.0,8193.87,32617.78,0.0,32617.78,0,0
net_income,Net Income,-182088.04,0.0,-182088.04,-96981.0,0.0,-96981.0,0,0
