category,line_item,march_actual,march_budget,march_variance,ytd_actual,ytd_budget,ytd_variance,march_variance_pct,ytd_variance_pct
revenue,Gaming Machine Revenue,1944358.2,2179324.0,-234965.8,18711447.9,19864253.0,-1152805.1,-10.781590988765323,-5.803415310910509
revenue,Total Revenue,1944358.2,2179324.0,-234965.8,18711447.9,19864253.0,-1152805.1,-10.781590988765323,-5.803415310910509
direct_reimbursement,Gaming NAFI,1415256.4,1709406.0,-294149.6,14685230.49,15517622.0,-832391.51,-17.207708408651893,-5.364169265110337
direct_reimbursement,Total Direct Reimbursement,1415256.4,1709406.0,-294149.6,14685230.49,15517622.0,-832391.51,-17.207708408651893,-5.364169265110337
net_revenue,Net Revenue,529101.8,469918.0,59183.8,4026217.41,4346631.0,-320413.59,12.594495209802561,-7.371538784865797
operating_expenses,Compensation & Benefits,281300.76,232987.0,48313.76,2430331.15,2186913.0,243418.15,20.736676295243942,11.130673693923809
operating_expenses,Depreciation Expense,113666.31,158146.0,-44479.69,931795.84,1158168.0,-226372.16,-28.125712948794153,-19.545710121502236
operating_expenses,Contractor Fees,2903.89,1631.0,1272.89,21414.05,14679.0,6735.05,78.04353157572042,45.882212684787795
operating_expenses,Communications,3028.81,7650.0,-4621.19,63825.07,68850.0,-5024.93,-60.407712418300655,-7.298373275236021
operating_expenses,TDY,20825.95,10000.0,10825.95,147266.53,92677.0,54589.53,108.2595,58.90299642845582
operating_expenses,PCS,652.2,877.0,-224.8,60927.58,7893.0,53034.58,-25.63283922462942,671.9191688838212
operating_expenses,IT Expense & Maint,10310.44,38135.0,-27824.56,103994.03,343215.0,-239220.97,-72.96331454044841,-69.70003350669406
operating_expenses,Machine Expense & Maint,308749.12,19418.0,289331.12,790075.05,174762.0,615313.05,1490.015037593985,352.08629450338174
operating_expenses,Vehicle Expense,981.15,1939.0,-957.85,14264.46,17451.0,-3186.54,-49.399174832387835,-18.259927797833935
operating_expenses,Training,303.87,4873.0,-4569.13,3220.94,24867.0,-21646.06,-93.76421095834189,-87.04733180520368
operating_expenses,(Gain)/Loss on Disposals,20844.06,0.0,20844.06,144547.57,0.0,144547.57,0.0,0.0
operating_expenses,Audit-Independent,-1495.81,3694.0,-5189.81,29317.11,33246.0,-3928.89,-140.49296155928533,-11.817632196354449
operating_expenses,Audit-IMCOM Int Review,1944.62,1997.0,-52.38,10068.26,17973.0,-7904.74,-2.6229344016024037,-43.98119401324209
operating_expenses,Other Expenses,12290.21,9848.0,2442.21,84397.45,88632.0,-4234.55,24.799045491470352,-4.777676234317177
net_operating_income,Net Operating Income,-247203.78,-21277.0,-225926.78,-809227.68,117305.0,-926532.68,1061.8356911218686,-789.8492647372235
other_income,Interest Revenue,30180.68,7870.0,22310.68,207676.1,70830.0,136846.1,283.49021601016517,193.2035860511083
net_income,Net Income,-217030.97,-13407.0,-203623.97,-605109.59,188135.0,-793244.59,1518.7884687103751,-421.6358412841842
