category,line_item,march_actual,march_budget,march_variance,ytd_actual,ytd_budget,ytd_variance,march_variance_pct,ytd_variance_pct
revenue,Gaming Machine Revenue,1220754.15,1347895.0,-127140.85,5341796.2,5214371.0,127425.2,-9.432548529373578,2.4437309888383467
revenue,Total Revenue,1220754.15,1347895.0,-127140.85,5341796.2,5214371.0,127425.2,-9.432548529373578,2.4437309888383467
direct_reimbursement,Gaming NAFI,375020.15,390997.0,-15976.85,1496218.05,1500710.0,-4491.95,-4.086182246922611,-0.2993216544169093
direct_reimbursement,Total Direct Reimbursement,375020.15,390997.0,-15976.85,1496218.05,1500710.0,4.0,-4.086182246922611,0.00026654050416136365
net_revenue,Net Revenue,845734.0,956898.0,-111164.0,3845578.15,3713661.0,131.0,-11.617121156068881,0.0035275163780431225
operating_expenses,Compensation & Benefits,337680.73,468410.0,-130729.27,1283037.38,1401559.0,-118521.62,-27.90915437330544,-8.456413179894675
operating_expenses,Depreciation Expense·,135122.46,138141.0,-3018.54,539420.71,552691.0,-13270.29,-2.185115208374053,-2.4010324032777812
operating_expenses,Contractor Fees,865.22,3150.0,-2284.78,4453.0,14.0,12600.0,-72.53269841269841,90000.0
operating_expenses,Communications,5297.07,5923.0,-625.93,22514.57,23692.0,-1177.43,-10.567786594631098,-4.9697366199561035
operating_expenses,TDY,18129.59,15659.0,2470.59,45478.52,74395.0,-28916.48,15.777444281244012,-38.868848712951134
operating_expenses,PCS,833.33,2088.0,-1254.67,3333.32,8352.0,-5018.68,-60.08955938697318,-60.08955938697318
operating_expenses,IT Expense & Maint,9027.9,11087.0,-2059.1,47961.73,44348.0,3613.73,-18.57220167764048,8.148574907549381
operating_expenses,Machine Expense & Maint,8631.5,22370.0,-13738.5,96880.63,89480.0,7400.63,-61.41484130531963,8.270708538220832
operating_expenses,Vehicle Expense,2970.49,3570.0,-599.51,12261.01,14280.0,-2018.99,-16.792997198879554,-14.13858543417367
operating_expenses,Training .00,0.0,970.0,-970.0,0.0,3880.0,-3880.0,-100.0,-100.0
operating_expenses,Audit-Independent,3793.25,4031.0,-237.75,15101.57,16124.0,-1022.43,-5.8980401885388245,-6.3410444058546265
operating_expenses,Audit-IMCOM Int Review,1868.44,1.0,454.0,0.0,414.44,3424.69,45400.0,826.3415693465882
operating_expenses,Other Expenses,9686.21,10380.0,-693.79,40459.54,41520.0,-1060.46,-6.683911368015413,-2.554094412331407
net_operating_income,Net Operating Income,311827.81,269665.0,42162.81,1731251.34,1424924.0,306327.34,15.635254853243838,21.497801988035857
other_income,Interest Revenue,808.9,65.0,5752.0,2337.65,31627.23,23008.0,8849.23076923077,72.74743946909041
