category,line_item,march_actual,march_budget,march_variance,ytd_actual,ytd_budget,ytd_variance,march_variance_pct,ytd_variance_pct
revenue,Gaming Machine Revenue,1740771.65,1376322.0,364449.65,1740771.65,1376322.0,364449.65,26.47996980357794,26.47996980357794
revenue,Total Revenue,1740771.65,1376322.0,364449.65,1740771.65,1376322.0,364449.65,26.47996980357794,26.47996980357794
direct_reimbursement,Gaming NAFI,489196.5,415886.0,73310.5,489196.5,415886.0,73310.5,17.62754697200675,17.62754697200675
direct_reimbursement,Total Direct Reimbursement,489196.5,415886.0,73310.5,489196.5,415886.0,73310.5,17.62754697200675,17.62754697200675
net_revenue,Net Revenue,1251575.15,960436.0,291139.15,1251575.15,960436.0,291139.15,30.31322753416157,30.31322753416157
operating_expenses,Compensation & Benefits,312959.96,346915.0,-33955.04,312959.96,346915.0,-33955.04,-9.787711687300924,-9.787711687300924
operating_expenses,Depreciation Expense,153076.63,148496.0,4580.63,153076.63,148496.0,4580.63,3.084682415687965,3.084682415687965
operating_expenses,Contractor Fees,5987.14,3578.0,2409.14,5987.14,3578.0,2409.14,67.3320290665176,67.3320290665176
operating_expenses,Communications,11250.84,9173.0,2077.84,11250.84,9173.0,2077.84,22.651695192412515,22.651695192412515
operating_expenses,TDY,26525.68,45694.0,-19168.32,26525.68,45694.0,-19168.32,-41.94931500853504,-41.94931500853504
operating_expenses,PCS,1341.45,1386.0,-44.55,1341.45,1386.0,-44.55,-3.214285714285714,-3.214285714285714
operating_expenses,IT Expense & Maint,9808.94,33681.0,-23872.06,9808.94,33681.0,-23872.06,-70.87693358273211,-70.87693358273211
operating_expenses,Machine Expense & Maint,208302.18,55055.0,153247.18,208302.18,55055.0,153247.18,278.3528834801562,278.3528834801562
operating_expenses,Vehicle Expense,1793.17,0.0,1793.17,1793.17,0.0,1793.17,0.0,0.0
operating_expenses,Training,731.12,13463.0,-12731.88,731.12,13463.0,-12731.88,-94.56941246378963,-94.56941246378963
operating_expenses,Audit-Independent,3962.62,3622.0,340.62,3962.62,3622.0,340.62,9.404196576477085,9.404196576477085
operating_expenses,Audit-IMCOM Int Review,575.37,1680.0,-1104.63,575.37,1680.0,-1104.63,-65.75178571428572,-65.75178571428572
operating_expenses,Other Expenses,9356.48,10560.0,-1203.52,9356.48,10560.0,-1203.52,-11.396969696969697,-11.396969696969697
net_operating_income,Net Operating Income,505903.57,287133.0,218770.57,505903.57,287133.0,218770.57,76.1913712460776,76.1913712460776
other_income,Interest Revenue,15151.14,15972.0,-820.86,15151.14,15972.0,-820.86,-5.139368895567243,-5.139368895567243
net_income,Net Income,517186.17,303105.0,214081.17,517186.17,303105.0,214081.17,70.62937595882616,70.62937595882616
