category,line_item,march_actual,march_budget,march_variance,ytd_actual,ytd_budget,ytd_variance,march_variance_pct,ytd_variance_pct
revenue,Gaming Machine Revenue,2295295.25,2201444.0,93851.25,4849175.0,4289510.0,559665.0,4.263167720823242,13.0472944462188
revenue,Total Revenue,2295295.25,2201444.0,93851.25,4849175.0,4289510.0,559665.0,4.263167720823242,13.0472944462188
direct_reimbursement,Gaming NAFI,1801112.8,1706478.0,94634.8,3617891.75,3317380.0,300511.75,5.545620863556401,9.058707473970422
direct_reimbursement,Total Direct Reimbursement,1801112.8,1706478.0,94634.8,3617891.75,3317380.0,300511.75,5.545620863556401,9.058707473970422
net_revenue,Net Revenue,494182.45,494966.0,-783.55,1231283.25,972130.0,259153.25,-0.15830380268543698,26.65829158651621
operating_expenses,Compensation & Benefits,281827.6,232948.0,48879.6,563986.23,465896.0,98090.23,20.98305201160774,21.05410434946855
operating_expenses,Depreciation Expense,143639.17,121188.0,22451.17,292131.24,242376.0,49755.24,18.52590190447899,20.528121596197643
operating_expenses,Contractor Fees,555.09,3569.0,-3013.91,6219.85,7138.0,-918.15,-84.44690389464836,-12.86284673578033
operating_expenses,Communications,3026.98,7093.0,-4066.02,5699.18,14186.0,-8486.82,-57.32440434230932,-59.82532073875652
operating_expenses,TDY,19017.25,15494.0,3523.25,23870.95,59953.0,-36082.05,22.739447528075384,-60.18389405033944
operating_expenses,PCS,3081.7,6770.0,-3688.3,6658.67,13540.0,-6881.33,-54.48005908419498,-50.82223042836041
operating_expenses,IT Expense & Maint,9159.69,34662.0,-25502.31,17773.82,69324.0,-51550.18,-73.57425999653799,-74.36123131960072
operating_expenses,Machine Expense & Maint,547848.29,98327.0,449521.29,682797.51,196654.0,486143.51,457.1697397459497,247.20753709560955
operating_expenses,Vehicle Expense,1868.6,1585.0,283.6,4604.76,3170.0,1434.76,17.89274447949527,45.26056782334385
operating_expenses,Training,2407.77,6796.0,-4388.23,3099.52,10844.0,-7744.48,-64.57077692760447,-71.41718922906676
operating_expenses,Audit-Independent,3749.26,3627.0,122.26,7498.52,7254.0,244.52,3.3708298869589197,3.3708298869589197
operating_expenses,Audit-IMCOM Int Review,411.0,35.0,1678.0,-1266.65,955.72,3356.0,4794.285714285715,351.14887205457666
operating_expenses,Other Expenses,9823.16,10316.0,-492.84,19663.86,20632.0,-968.14,-4.777433113609926,-4.692419542458317
net_operating_income,Net Operating Income,-532233.46,-49087.0,-483146.46,-403676.58,-142193.0,-261483.58,984.265610039318,183.89342653998438
other_income,Interest Revenue,19919.75,23074.0,-3154.25,37870.11,46148.0,-8277.89,-13.670148218774377,-17.93770044205599
net_income,Net Income,-512350.77,-26013.0,-486337.77,-365843.53,-96045.0,-269798.53,1869.5950870718486,280.9084595762403
