category,line_item,march_actual,march_budget,march_variance,ytd_actual,ytd_budget,ytd_variance,march_variance_pct,ytd_variance_pct
revenue,Gaming Machine Revenue,5306574.85,4013937.0,1292637.85,51800820.17,45213512.0,6587308.17,32.20374036762411,14.569335312859572
revenue,Total Revenue,5306574.85,4013937.0,1292637.85,51800820.17,45213512.0,6587308.17,32.20374036762411,14.569335312859572
direct_reimbursement,Gaming NAFI,2232768.31,1889489.0,343279.31,23359218.86,21190739.0,2168479.86,18.167838500250596,10.233148829778894
direct_reimbursement,Total Direct Reimbursement,2232768.31,1889489.0,343279.31,23359218.86,21190739.0,2168479.86,18.167838500250596,10.233148829778894
net_revenue,Net Revenue,3073806.54,2124448.0,949358.54,28441601.31,24022773.0,4418828.31,44.68730418442814,18.39433070445281
operating_expenses,Compensation & Benefits,709229.42,723688.0,-14458.58,8011212.33,8665337.0,-654124.67,-1.9979024109837387,-7.548750498682279
operating_expenses,Depreciation Expense,353144.85,371559.0,-18414.15,3995546.02,4087149.0,-91602.98,-4.9559154804485965,-2.241243957585104
operating_expenses,Contractor Fees,3685.0,4351.0,-666.0,20416.0,47861.0,-27445.0,-15.306826017007586,-57.34313950815905
operating_expenses,Communications,24256.59,15067.0,9189.59,239784.41,165737.0,74047.41,60.991504612729806,44.6776579761912
operating_expenses,TDY,7258.96,45095.0,-37836.04,90856.78,409151.0,-318294.22,-83.90296041689767,-77.79382672900714
operating_expenses,PCS,20183.08,13218.0,6965.08,36460.95,145398.0,-108937.05,52.69390225450144,-74.923348326662
operating_expenses,IT Expense & Maint,92354.24,35401.0,56953.24,359037.07,389411.0,-30373.93,160.88031411542045,-7.799967129844817
operating_expenses,Machine Expense & Maint,32147.13,50820.0,-18672.87,737371.89,559020.0,178351.89,-36.74315230224321,31.904384458516695
operating_expenses,Vehicle Expense,9722.24,5403.0,4319.24,59681.44,59433.0,248.44,79.9415139737183,0.41801692662325646
operating_expenses,Training,740.0,6300.0,-5560.0,2064.0,105400.0,-103336.0,-88.25396825396825,-98.04174573055029
operating_expenses,(Gain)/Loss on Disposals .00 .00 .00,0.0,0.0,0.0,-27.42,0.0,-27.42,0.0,0.0
operating_expenses,Audit-Independent,9251.17,9252.0,-83.0,81762.86,101772.0,-20009.14,-0.8971033290099437,-19.660751483708683
operating_expenses,Audit-IMCOM Int Review,2717.77,1592.0,1125.77,19031.92,17512.0,1519.92,70.7141959798995,8.679305619004111
operating_expenses,Other Expenses,26039.14,28894.0,-2854.86,302180.05,317844.0,-15663.95,-9.8804596109919,-4.928188041932521
net_operating_income,Net Operating Income,1783076.95,813808.0,969268.95,14486223.01,8951748.0,5534475.01,119.10290265025655,61.82563461348555
other_income,Interest Revenue,26118.08,31017.0,-4898.92,251796.65,341187.0,-89390.35,-15.79430634813167,-26.199811247204615
net_income,Net Income,1809314.48,844825.0,964489.48,14748405.17,9292935.0,5455470.17,114.1644103808481,58.70556686342905
