category,line_item,march_actual,march_budget,march_variance,ytd_actual,ytd_budget,ytd_variance,march_variance_pct,ytd_variance_pct
revenue,Gaming Machine Revenue,2204786.4,2255440.0,-50653.6,22702512.3,24731739.0,-2029226.7,-2.2458411662469406,-8.204949518511416
revenue,Total Revenue,2204786.4,2255440.0,-50653.6,22702512.3,24731739.0,-2029226.7,-2.2458411662469406,-8.204949518511416
direct_reimbursement,Gaming NAFI,1627374.65,1753205.0,-125830.35,17676017.25,19146399.0,-1470381.75,-7.177161256099544,-7.67967778170715
direct_reimbursement,Total Direct Reimbursement,1627374.65,1753205.0,-125830.35,17676017.25,19146399.0,-1470381.75,-7.177161256099544,-7.67967778170715
net_revenue,Net Revenue,577411.75,502235.0,75176.75,5026495.05,5585340.0,-558844.95,14.968441068424143,-10.00556725284405
operating_expenses,Compensation & Benefits,275349.13,226727.0,48622.13,2845888.83,2602373.0,243515.83,21.445231489853438,9.357452986178384
operating_expenses,Depreciation Expense,95900.7,156805.0,-60904.3,1210077.59,1724855.0,-514777.41,-38.840789515640445,-29.84467737867821
operating_expenses,Contractor Fees,826.69,1074.0,-247.31,15161.27,11814.0,3347.27,-23.027001862197395,28.333079397325207
operating_expenses,Communications,2459.63,5013.0,-2553.37,71425.44,55143.0,16282.44,-50.93496908039098,29.527664436102498
operating_expenses,TDY,11062.45,9758.0,1304.45,32226.74,72701.0,-40474.26,13.36800573888092,-55.672219089145955
operating_expenses,PCS,-1824.07,2764.0,-4588.07,15139.04,30404.0,-15264.96,-165.9938494934877,-50.207078016050524
operating_expenses,IT Expense & Maint,12469.69,13641.0,-1171.31,365622.32,150051.0,215571.32,-8.586687193021039,143.66536710851645
operating_expenses,Machine Expense & Maint,2154.12,59967.0,-57812.88,113894.69,659637.0,-545742.31,-96.40782430336685,-82.73373234066617
operating_expenses,Vehicle Expense,1516.31,1242.0,274.31,22450.27,13662.0,8788.27,22.086151368760063,64.32637973942322
operating_expenses,Training .00,0.0,250.0,-250.0,3326.3,30733.0,-27406.7,-100.0,-89.17678065922624
operating_expenses,Audit-Independent,3641.81,3488.0,153.81,32658.38,38368.0,-5709.62,4.409690366972477,-14.88120308590492
operating_expenses,Audit-IMCOM Int Review,26.89,1276.0,-1249.11,11007.69,14036.0,-3028.31,-97.89263322884013,-21.57530635508692
operating_expenses,Other Expenses,10097.36,9604.0,493.36,107935.27,105644.0,2291.27,5.137026239067056,2.168859566089887
net_operating_income,Net Operating Income,163731.04,10626.0,153105.04,179681.22,75919.0,103762.22,1440.8530020703936,136.67490351558897
other_income,Interest Revenue,13697.67,8037.0,5660.67,96475.58,88407.0,8068.58,70.43262411347517,9.12663024421143
net_income,Net Income,177428.71,18663.0,158765.71,276063.42,164326.0,111737.42,850.6976906177998,67.99740759222522
