category,line_item,march_actual,march_budget,march_variance,ytd_actual,ytd_budget,ytd_variance,march_variance_pct,ytd_variance_pct
revenue,Gaming Machine Revenue,5404122.6,6212588.0,-808465.4,47551094.31,46583851.0,967243.31,-13.0133432315164,2.0763489690880217
revenue,Total Revenue,5404122.6,6212588.0,-808465.4,47551094.31,46583851.0,967243.31,-13.0133432315164,2.0763489690880217
direct_reimbursement,Gaming NAFI,2291592.33,2650701.0,-359108.67,21621168.44,22057380.0,-436211.56,-13.547686819448893,-1.9776218209052934
direct_reimbursement,Total Direct Reimbursement,2291592.33,2650701.0,-359108.67,21621168.44,22057380.0,-436211.56,-13.547686819448893,-1.9776218209052934
net_revenue,Net Revenue,3112530.27,3561887.0,-449356.73,25929925.87,24526471.0,1403454.87,-12.615693030127009,5.722204674288446
operating_expenses,Compensation & Benefits,753357.49,762865.0,-9507.51,6479353.93,7026251.0,-546897.07,-1.246289972668821,-7.783625577850834
operating_expenses,Depreciation Expense,274932.38,428746.0,-153813.62,2729847.96,3858714.0,-1128866.04,-35.87523148904013,-29.25498080448564
operating_expenses,Contractor Fees,748.0,2868.0,-2120.0,33902.0,25812.0,8090.0,-73.91910739191074,31.34201146753448
operating_expenses,Communications,29797.6,24156.0,5641.6,238302.43,217404.0,20898.43,23.35486007617155,9.612716417361227
operating_expenses,TDY,25697.86,105517.0,-79819.14,90778.6,325654.0,-234875.4,-75.64576324194205,-72.12421772801808
operating_expenses,PCS,-5194.53,5150.0,-10344.53,76385.61,46350.0,30035.61,-200.86466019417477,64.80174757281554
operating_expenses,IT Expense & Maint,354271.55,36441.0,317830.55,879260.51,327969.0,551291.51,872.1784528415794,168.09256667550895
operating_expenses,Machine Expense & Maint,80789.38,150444.0,-69654.62,723743.97,1353996.0,-630252.03,-46.29936720640238,-46.54755479336719
operating_expenses,Vehicle Expense,6118.66,3776.0,2342.66,54146.24,33984.0,20162.24,62.04078389830509,59.3286252354049
operating_expenses,Training,7043.0,15350.0,-8307.0,19688.79,68250.0,-48561.21,-54.11726384364821,-71.15195604395605
operating_expenses,(Gain)/Loss on Disposals .00 .00 .00,0.0,0.0,0.0,1819.02,0.0,1819.02,0.0,0.0
operating_expenses,Audit-Independent,-10748.8,9252.0,-20000.8,63260.52,83268.0,-20007.48,-216.17812364894075,-24.02781380602392
operating_expenses,Audit-IMCOM Int Review,6710.21,3383.0,3327.21,26534.97,30447.0,-3912.03,98.3508720070943,-12.84865503990541
operating_expenses,Other Expenses,26618.19,25195.0,1423.19,234788.2,226755.0,8033.2,5.648700138916452,3.5426782209874093
net_operating_income,Net Operating Income,1562389.28,1988744.0,-426354.72,14278113.12,10901617.0,3376496.12,-21.4383912660453,30.972433905905888
other_income,Interest Revenue,27177.54,22007.0,5170.54,186735.2,198063.0,-11327.8,23.494978870359432,-5.719291336594921
net_income,Net Income,1592802.65,2010751.0,-417948.35,14458206.2,11099680.0,3358526.2,-20.78568405536041,30.257865091606245
