category,line_item,march_actual,march_budget,march_variance,ytd_actual,ytd_budget,ytd_variance,march_variance_pct,ytd_variance_pct
revenue,Gaming Machine Revenue,2288402.74,2238803.0,49599.74,9398236.49,8702251.0,695985.49,2.2154579925076034,7.997763911889004
revenue,Total Revenue,2288402.74,2238803.0,49599.74,9398236.49,8702251.0,695985.49,2.2154579925076034,7.997763911889004
direct_reimbursement,Gaming NAFI,1795338.7,1730601.0,64737.7,7235081.0,6710305.0,524776.0,3.7407640467097845,7.82044929403358
direct_reimbursement,Total Direct Reimbursement,1795338.7,1730601.0,64737.7,7235081.0,6710305.0,524776.0,3.7407640467097845,7.82044929403358
net_revenue,Net Revenue,493064.04,508202.0,-15137.96,2163155.49,1991946.0,171209.49,-2.978728930622075,8.595086915006732
operating_expenses,Compensation & Benefits,250570.34,299071.0,-48500.66,975128.32,8.84,449.0,-16.21710563712296,5079.185520361991
operating_expenses,Depreciation Expense,125834.61,126382.0,-547.39,493691.37,505742.0,-12050.63,-0.43312338782421544,-2.382762357091165
operating_expenses,Contractor Fees,825.57,2925.0,-2099.43,4249.04,11700.0,-7450.96,-71.77538461538461,-63.6834188034188
operating_expenses,Communications,2752.37,2426.0,326.37,9893.57,9704.0,189.57,13.453009068425391,1.9535243198680954
operating_expenses,TDY,13463.84,11435.0,2028.84,29569.79,51694.0,-22124.21,17.74236991692173,-42.79840987348628
operating_expenses,PCS,37136.55,2081.0,35055.55,39030.69,8324.0,30706.69,1684.5530994714081,368.8934406535319
operating_expenses,IT Expense & Maint,8403.54,9798.0,-1394.46,38837.56,39192.0,-354.44,-14.232088181261481,-0.9043682384160032
operating_expenses,Machine Expense & Maint,8233.4,21496.0,-13262.6,59851.23,85984.0,-26132.77,-61.69799032378117,-30.392596296985484
operating_expenses,Vehicle Expense,2848.27,960.0,1888.27,6011.51,3840.0,2171.51,196.69479166666665,56.549739583333334
operating_expenses,Training,116.1,2616.0,-2499.9,327.06,10464.0,-10136.94,-95.56192660550458,-96.8744266055046
operating_expenses,Audit-Independent,3634.01,3743.0,-108.99,14423.84,14972.0,-548.16,-2.9118354261287736,-3.6612343040341973
operating_expenses,Audit-IMCOM Int Review,1782.81,1350.0,432.81,3267.69,5400.0,-2132.31,32.06,-39.48722222222222
operating_expenses,Other Expenses,9170.31,8382.0,788.31,36914.27,33528.0,3386.27,9.404795991410165,10.09982701026008
net_operating_income,Net Operating Income,28292.32,15537.0,12755.32,451959.55,326953.0,125006.55,82.09641500933256,38.233798130006456
other_income,Interest Revenue,13954.41,10081.0,3873.41,54787.91,40324.0,14463.91,38.422874714810035,35.86923420295606
net_income,Net Income,42246.73,25618.0,16628.73,506747.46,367277.0,139470.46,64.91033648216099,37.97418841909512
