category,line_item,march_actual,march_budget,march_variance,ytd_actual,ytd_budget,ytd_variance,march_variance_pct,ytd_variance_pct
revenue,Gaming Machine Revenue,2113465.4,2551273.0,-437807.6,14975224.55,11325579.0,3649645.55,-17.160358769916037,32.22480325288446
revenue,Total Revenue,2113465.4,2551273.0,-437807.6,14975224.55,11325579.0,3649645.55,-17.160358769916037,32.22480325288446
direct_reimbursement,Gaming NAFI,445022.6,530974.0,-85951.4,3155712.65,2413709.0,742003.65,-16.187496939586495,30.741222326303628
direct_reimbursement,Total Direct Reimbursement,445022.6,530974.0,-85951.4,3155712.65,2413709.0,742003.65,-16.187496939586495,30.741222326303628
net_revenue,Net Revenue,1668442.8,2020299.0,-351856.2,11819511.9,8911870.0,2907641.9,-17.41604584271932,32.626619329052154
operating_expenses,Compensation & Benefits,157101.48,204651.0,-47549.52,1202321.27,1735100.0,-532778.73,-23.234443027397862,-30.70593798628321
operating_expenses,Depreciation Expense,76500.87,106787.0,-30286.13,559132.46,675580.0,-116447.54,-28.361251837770517,-17.236676633411292
operating_expenses,Contractor Fees,1744.05,927.0,817.05,10101.1,7416.0,2685.1,88.13915857605178,36.20685005393744
operating_expenses,Communications,5613.52,8328.0,-2714.48,44278.79,66624.0,-22345.21,-32.59462055715658,-33.53928013928915
operating_expenses,TDY,233.42,1866.0,-1632.58,43690.61,34207.0,9483.61,-87.49088960342979,27.724179261554653
operating_expenses,PCS,1353.19,4485.0,-3131.81,24043.14,35880.0,-11836.86,-69.82853957636567,-32.99013377926421
operating_expenses,IT Expense & Maint,5700.18,22690.0,-16989.82,50977.36,181520.0,-130542.64,-74.87800793301014,-71.91639488761568
operating_expenses,Machine Expense & Maint,1341.07,118192.0,-116850.93,47870.75,945536.0,-897665.25,-98.86534621632596,-94.9371837772438
operating_expenses,Vehicle Expense,784.17,604.0,180.17,5806.11,4832.0,974.11,29.829470198675494,20.159561258278146
operating_expenses,Training,4006.98,1118.0,2888.98,4078.85,13005.0,-8926.15,258.40608228980324,-68.63629373317954
operating_expenses,(Gain)/Loss on Disposals,8182.43,0.0,8182.43,38903.96,0.0,38903.96,0.0,0.0
operating_expenses,Audit-Independent,2127.37,2063.0,64.37,17022.05,16504.0,518.05,3.120213281628696,3.1389360155113906
operating_expenses,Audit-IMCOM Int Review,155.84,1108.0,-952.16,4477.71,8864.0,-4386.29,-85.93501805054152,-49.48431859205776
operating_expenses,Other Expenses,6159.34,6323.0,-163.66,49459.86,50584.0,-1124.14,-2.5883283251621063,-2.2223232642732884
net_operating_income,Net Operating Income,1397438.89,1541157.0,-143718.11,9717347.88,5136218.0,4581129.88,-9.325338690347577,89.19266822397336
other_income,Interest Revenue,23781.85,6953.0,16828.85,165234.47,55624.0,109610.47,242.0372501078671,197.05607291816483
net_income,Net Income,1421100.21,1548110.0,-127009.79,9880609.47,5191842.0,4688767.47,-8.204183811227885,90.31028814050967
