category,line_item,march_actual,march_budget,march_variance,ytd_actual,ytd_budget,ytd_variance,march_variance_pct,ytd_variance_pct
revenue,Gaming Machine Revenue,1701454.89,1577448.0,124006.89,3442226.54,2953770.0,488456.54,7.861234728498181,16.536715451778576
revenue,Total Revenue,1701454.89,1577448.0,124006.89,3442226.54,2953770.0,488456.54,7.861234728498181,16.536715451778576
direct_reimbursement,Gaming NAFI,457712.3,456464.0,1248.3,946908.8,872350.0,74558.8,0.27347173051982193,8.546890582908237
direct_reimbursement,Total Direct Reimbursement,457712.3,456464.0,1248.3,946908.8,872350.0,74558.8,0.27347173051982193,8.546890582908237
net_revenue,Net Revenue,1243742.59,1120984.0,122758.59,2495317.74,2081420.0,413897.74,10.950967185972324,19.88535422932421
operating_expenses,Compensation & Benefits,304839.22,346915.0,-42075.78,617799.18,693830.0,-76030.82,-12.12855598633671,-10.958133836818819
operating_expenses,Depreciation Expense,144412.33,148496.0,-4083.67,297488.96,296992.0,496.96,-2.750020202564379,0.1673311065617929
operating_expenses,Contractor Fees,586.66,3578.0,-2991.34,6573.8,7156.0,-582.2,-83.6036892118502,-8.135830072666295
operating_expenses,Communications,7933.92,9173.0,-1239.08,19184.76,18346.0,838.76,-13.50790363021912,4.571895781096696
operating_expenses,TDY,26235.28,26138.0,97.28,52760.96,71832.0,19071.0,0.37217843752391155,26.549448713665218
operating_expenses,PCS,48868.43,1386.0,47482.43,50209.88,2772.0,47437.88,3425.860750360751,1711.323232323232
operating_expenses,IT Expense & Maint,10369.66,33681.0,-23311.34,20178.6,67362.0,-47183.4,-69.21213740684658,-70.04453549478936
operating_expenses,Machine Expense & Maint,109427.21,55055.0,54372.21,317729.39,110110.0,207619.39,98.7598038325311,188.55634365634367
operating_expenses,Vehicle Expense,3075.1,5185.0,-2109.9,4868.27,5185.0,-316.73,-40.692381870781105,-6.108582449373192
operating_expenses,Training,880.7,13656.0,-12775.3,1611.82,27119.0,-25507.18,-93.550820152314,-94.05649175854566
operating_expenses,Audit-Independent,3962.62,3622.0,340.62,7925.24,7244.0,681.0,9.404196576477085,9.400883489784649
operating_expenses,Audit-IMCOM Int Review,434.72,1680.0,-1245.28,1010.09,3360.0,-2349.91,-74.12380952380953,-69.93779761904761
operating_expenses,Other Expenses,10478.62,10560.0,-81.38,19835.1,21120.0,-1284.9,-0.7706439393939393,-6.083806818181818
net_operating_income,Net Operating Income,572238.12,461859.0,110379.12,1078141.69,748992.0,329149.69,23.898878229069908,43.94568833846023
other_income,Interest Revenue,16813.42,15972.0,841.42,31964.56,31944.0,20.56,5.26809416478838,0.06436263461056849
net_income,Net Income,588763.1,477831.0,110932.1,1105949.27,780936.0,325013.27,23.215760383901422,41.6184258377127
