category,line_item,march_actual,march_budget,march_variance,ytd_actual,ytd_budget,ytd_variance,march_variance_pct,ytd_variance_pct
revenue,Gaming Machine Revenue,2123313.7,1386967.0,736346.7,17459915.85,12442613.0,5017302.85,53.09042680900122,40.3235465894503
revenue,Total Revenue,2123313.7,1386967.0,736346.7,17459915.85,12442613.0,5017302.85,53.09042680900122,40.3235465894503
direct_reimbursement,Gaming NAFI,415026.75,283012.0,132014.75,3640603.2,2538929.0,1101674.2,46.64634361793846,43.39129609374661
direct_reimbursement,Total Direct Reimbursement,415026.75,283012.0,132014.75,3640603.2,2538929.0,1101674.2,46.64634361793846,43.39129609374661
net_revenue,Net Revenue,1708286.95,1103955.0,604331.95,13819312.65,9903684.0,3915628.65,54.74244421194704,39.53709195487255
operating_expenses,Compensation & Benefits,173462.6,187553.0,-14090.4,1501644.6,1771724.0,-270079.4,-7.512756394192574,-15.243875456899609
operating_expenses,Depreciation Expense,89171.58,100618.0,-11446.42,838083.84,905562.0,-67478.16,-11.376115605557652,-7.451522921677367
operating_expenses,Contractor Fees,272.0,2.0,992.0,-719.98,1040.14,8928.0,49600.0,858.3459918857076
operating_expenses,Communications,5296.33,5778.0,481.0,-67.0,58563.73,52002.0,8.324679820006923,88.79557364259414
operating_expenses,TDY,55.99,7052.0,-6996.01,2976.3,47967.0,-44990.7,-99.20604083947816,-93.79510913753205
operating_expenses,PCS,786.49,4593.0,-3806.51,-168.09,41337.0,-41505.09,-82.87633355105596,-100.40663328253139
operating_expenses,IT Expense & Maint,5209.87,8071.0,-2861.13,52130.31,72639.0,-20508.69,-35.44951059348284,-28.233717424524013
operating_expenses,Machine Expense & Maint,11284.08,15567.0,-4282.92,134074.3,140103.0,-6028.7,-27.51281557140104,-4.303048471481696
operating_expenses,Vehicle Expense,695.09,616.0,79.09,4231.0,5544.0,-1313.0,12.839285714285714,-23.683261183261184
operating_expenses,Training .00,0.0,2975.0,-2975.0,169.45,18413.0,-18243.55,-100.0,-99.0797262803454
operating_expenses,Audit-Independent,2178.77,2112.0,66.77,19157.01,19008.0,149.01,3.1614583333333335,0.7839330808080808
operating_expenses,Audit-IMCOM Int Review .00,0.0,368.0,-368.0,2901.65,3312.0,-410.35,-100.0,-12.389794685990339
operating_expenses,Other Expenses,7002.43,7160.0,-157.57,57737.76,64440.0,-6702.24,-2.2006983240223463,-10.40074487895717
net_operating_income,Net Operating Income,1412871.7,760500.0,652371.7,11146770.65,6752705.0,4394065.65,85.78194608809993,65.07119221112133
other_income,Interest Revenue,10495.56,10797.0,-301.44,87956.98,97173.0,-9216.02,-2.791886635176438,-9.484136539985387
