category,line_item,march_actual,march_budget,march_variance,ytd_actual,ytd_budget,ytd_variance,march_variance_pct,ytd_variance_pct
revenue,Gaming Machine Revenue,2208995.9,1893578.0,315417.9,7135769.0,7853326.0,-717557.0,16.657243588592603,-9.136982216197316
revenue,Total Revenue,2208995.9,1893578.0,315417.9,7135769.0,7853326.0,-717557.0,16.657243588592603,-9.136982216197316
direct_reimbursement,Gaming NAFI,419182.4,394900.0,24282.4,1492646.05,1631427.0,-138780.95,6.148999746771335,-8.506721416281575
direct_reimbursement,Total Direct Reimbursement,419182.4,394900.0,24282.4,1492646.05,1631427.0,-138780.95,6.148999746771335,-8.506721416281575
net_revenue,Net Revenue,1789813.5,1498678.0,291135.5,5643122.95,6221899.0,-578776.05,19.426154250612875,-9.302241164634784
operating_expenses,Compensation & Benefits,193557.65,308233.0,-114675.35,690346.62,899221.0,-208874.38,-37.20411182449641,-23.228369889048412
operating_expenses,Depreciation Expense,101686.23,85403.0,16283.23,383544.56,341612.0,41932.56,19.066344273620363,12.274908375583996
operating_expenses,Contractor Fees,401.35,1957.0,-1555.65,5407.01,7828.0,-2420.99,-79.49156872764436,-30.927312212570257
operating_expenses,Communications,6407.88,5639.0,768.88,21879.12,22556.0,-676.88,13.635041674055683,-3.000886682035822
operating_expenses,TDY,11104.81,9528.0,1576.81,21303.94,41338.0,-20034.06,16.54922334172964,-48.46402825487445
operating_expenses,PCS,6579.17,2825.0,3754.17,20513.75,11300.0,9213.75,132.89097345132743,81.53761061946902
operating_expenses,IT Expense & Maint,24701.3,17731.0,6970.3,57317.79,70924.0,-13606.21,39.31137555693419,-19.184211268399977
operating_expenses,Machine Expense & Maint,2571.01,6708.0,-4136.99,135443.63,26832.0,108611.63,-61.672480620155035,404.7839519976148
operating_expenses,Vehicle Expense,740.47,718.0,22.47,2397.66,2872.0,-474.34,3.1295264623955434,-16.516016713091922
operating_expenses,Training .00,0.0,6065.0,-6065.0,2461.96,21884.0,-19422.04,-100.0,-88.74995430451472
operating_expenses,Audit-Independent,2200.25,2002.0,198.25,8568.11,8008.0,560.11,9.902597402597403,6.994380619380619
operating_expenses,Audit-IMCOM Int Review,219.47,930.0,-710.53,1248.23,3720.0,-2471.77,-76.4010752688172,-66.44543010752687
operating_expenses,Other Expenses,6491.43,6992.0,-500.57,24777.46,27968.0,-3190.54,-7.159181922196796,-11.407823226544622
net_operating_income,Net Operating Income,1433152.48,1043947.0,389205.48,4267913.11,4735836.0,-467922.89,37.28211106502533,-9.880470734206167
other_income,Interest Revenue,22647.29,21090.0,1557.29,81866.54,84360.0,-2493.46,7.384020862968231,-2.9557373162636322
net_income,Net Income,1455720.23,1065037.0,390683.23,4349696.68,4820196.0,-470499.32,36.682596942641425,-9.760999760175727
