category,line_item,march_actual,march_budget,march_variance,ytd_actual,ytd_budget,ytd_variance,march_variance_pct,ytd_variance_pct
revenue,Gaming Machine Revenue,1731912.55,858797.0,873115.55,5595058.2,2421322.0,3173736.2,101.66727992761967,131.0745204479206
revenue,Total Revenue,1731912.55,858797.0,873115.55,5595058.2,2421322.0,3173736.2,101.66727992761967,131.0745204479206
direct_reimbursement,Gaming NAFI,391789.15,193276.0,198513.15,1191546.8,537370.0,654176.8,102.70967424822533,121.73675493607756
direct_reimbursement,Total Direct Reimbursement,391789.15,193276.0,198513.15,1191546.8,537370.0,654176.8,102.70967424822533,121.73675493607756
net_revenue,Net Revenue,1340123.4,665521.0,674602.4,4403511.4,1883952.0,2519559.4,101.36455498774643,133.73798270868897
operating_expenses,Compensation & Benefits,141456.22,202011.0,-60554.78,438044.37,609519.0,-171474.63,-29.975981505957595,-28.13277846958011
operating_expenses,Depreciation Expense,62768.84,77001.0,-14232.16,186739.88,231003.0,-44263.12,-18.483084635264476,-19.161274961797034
operating_expenses,Contractor Fees,577.64,927.0,-349.36,1460.58,2781.0,-1320.42,-37.68716289104639,-47.48004314994606
operating_expenses,Communications,5195.3,8328.0,-3132.7,15116.47,24984.0,-9867.53,-37.61647454370797,-39.49539705411463
operating_expenses,TDY,2577.6,1000.0,1577.6,7856.82,11519.0,-3662.18,157.76,-31.792516711520097
operating_expenses,PCS,1306.74,4485.0,-3178.26,20054.67,13455.0,6599.67,-70.86421404682275,49.04994425863991
operating_expenses,IT Expense & Maint,6162.45,22690.0,-16527.55,18145.67,68070.0,-49924.33,-72.84067871308947,-73.3426325841046
operating_expenses,Machine Expense & Maint,14878.26,118192.0,-103313.74,16111.19,354576.0,-338464.81,-87.41178759983755,-95.45620967014123
operating_expenses,Vehicle Expense,1687.91,604.0,1083.91,2807.93,1812.0,995.93,179.45529801324506,54.9630242825607
operating_expenses,Training .00,0.0,2024.0,-2024.0,0.0,2852.0,-2852.0,-100.0,-100.0
operating_expenses,Audit-Independent,2164.09,2063.0,101.09,6492.27,6189.0,303.27,4.900145419292293,4.900145419292293
operating_expenses,Audit-IMCOM Int Review,527.01,1108.0,-580.99,2510.15,3324.0,-813.85,-52.43592057761733,-24.484055354993984
operating_expenses,Other Expenses,7952.04,6323.0,1629.04,17979.51,18969.0,-989.49,25.763719753281674,-5.216352996995098
net_operating_income,Net Operating Income,1092869.3,218765.0,874104.3,3670191.89,534899.0,3135292.89,399.56313852764384,586.1467099396335
other_income,Interest Revenue,19627.07,6953.0,12674.07,50244.21,20859.0,29385.21,182.28203653099382,140.87544944628218
net_income,Net Income,1112496.37,225718.0,886778.37,3719148.56,555758.0,3163390.56,392.8700280881454,569.2028832693367
