category,line_item,march_actual,march_budget,march_variance,ytd_actual,ytd_budget,ytd_variance,march_variance_pct,ytd_variance_pct
revenue,Gaming Machine Revenue,5606764.25,4593617.0,1013147.25,20552949.45,17485842.0,3067107.45,22.055544682980756,17.540519066797014
revenue,Total Revenue,5606764.25,4593617.0,1013147.25,20552949.45,17485842.0,3067107.45,22.055544682980756,17.540519066797014
direct_reimbursement,Gaming NAFI,2477852.55,2361761.0,116091.55,9130069.65,9042366.0,87703.65,4.915465620780426,0.9699192667051962
direct_reimbursement,Total Direct Reimbursement,2477852.55,2361761.0,116091.55,9130069.65,9042366.0,87703.65,4.915465620780426,0.9699192667051962
net_revenue,Net Revenue,3128911.7,2231856.0,897055.7,11422879.8,8443476.0,2979403.8,40.19326067631604,35.28646022088533
operating_expenses,Compensation & Benefits,736660.67,1158330.0,-421669.33,2802955.11,3476811.0,-673855.89,-36.40321238334499,-19.381435746723074
operating_expenses,Depreciation Expense,315090.98,307727.0,7363.98,1097047.11,1230908.0,-133860.89,2.393023686579338,-10.874971159501767
operating_expenses,Contractor Fees,2637.5,4144.0,-1506.5,9275.0,16576.0,-7301.0,-36.353764478764475,-44.045608108108105
operating_expenses,Communications,19963.14,26065.0,-6101.86,72012.53,104260.0,-32247.47,-23.41016689046614,-30.929858047189718
operating_expenses,TDY,25847.81,54567.0,-28719.19,90941.81,208759.0,-117817.19,-52.63105906500265,-56.43693924573312
operating_expenses,PCS,2072.46,10198.0,-8125.54,97904.95,40792.0,57112.95,-79.6777799568543,140.0101735634438
operating_expenses,IT Expense & Maint,25853.13,98437.0,-72583.87,113377.11,393748.0,-280370.89,-73.736369454575,-71.2056670764042
operating_expenses,Machine Expense & Maint,7950.03,160740.0,-152789.97,177402.77,642960.0,-465557.23,-95.05410600970512,-72.40842820704243
operating_expenses,Vehicle Expense,4150.85,6003.0,-1852.15,24364.86,20552.0,3812.86,-30.85373979676828,18.55225768781627
operating_expenses,Training .00,0.0,4500.0,-4500.0,0.0,23500.0,-23500.0,-100.0,-100.0
operating_expenses,(Gain)/Loss on Disposals,5521.53,0.0,5521.53,7993.21,0.0,7993.21,0.0,0.0
operating_expenses,Audit-Independent,9834.5,9251.0,583.5,39338.0,37004.0,2334.0,6.307426224191979,6.307426224191979
operating_expenses,Audit-IMCOM Int Review,2498.3,4956.0,-2457.7,13905.45,19824.0,-5918.55,-49.590395480225986,-29.855478208232444
operating_expenses,Other Expenses,18768.32,26024.0,-7255.68,92691.24,104096.0,-11404.76,-27.88072548416846,-10.95600215185982
net_operating_income,Net Operating Income,1952062.48,360914.0,1591148.48,6783670.65,2123686.0,4659984.65,440.8663781399447,219.4290799110603
other_income,Interest Revenue,57350.62,19945.0,37405.62,196956.72,79780.0,117176.72,187.54384557533217,146.87480571571822
net_income,Net Income,2013628.95,380859.0,1632769.95,6982633.91,2203466.0,4779167.91,428.7071987270879,216.89319962277614
